FIS TARIHI,BORC,ExpectedValue,ExpectedLow,ExpectedHigh,RawScore,Anomaly,BatchStart,BatchEnd
2019-10-23 00:00:00,3167821.6199999996,1998115.2062252695,1654494.357679601,2341736.054770938,0.4425393638,1,Tue Jan 01 2019 00:00:00 GMT+0300 (GMT+03:00),Tue Dec 31 2019 00:00:00 GMT+0300 (GMT+03:00)
2019-10-24 00:00:00,1820819.23,1767083.7096561654,1416123.592410497,2118043.826901834,0,0,,
2019-10-25 00:00:00,2929352.47,2986800.9537620167,2611590.5441913484,3362011.363332685,0,0,,
2019-10-26 00:00:00,151532.82,94084.33623798372,'-281126.0733326846,469294.745808652,0,0,,
2019-10-27 00:00:00,327,58188.62238019813,'-319720.0987904703,436097.3435508666,0,0,,
2019-10-28 00:00:00,3458164.0100000007,3516069.1544165625,3137876.179945894,3894262.128887231,0,0,,
2019-10-29 00:00:00,71562.9,12433.639074347338,'-373754.34634632093,398621.6244950156,0,0,,
2019-10-30 00:00:00,4928293.350000002,4989239.839871109,4591183.077900441,5387296.601841778,0,0,,
2019-10-31 00:00:00,42275734.910000145,29235009.85515304,28827017.29493237,29643002.41537371,0.5828759689,1,Tue Jan 01 2019 00:00:00 GMT+0300 (GMT+03:00),Tue Dec 31 2019 00:00:00 GMT+0300 (GMT+03:00)
2019-11-01 00:00:00,3070789.869999999,3133257.630416561,2725265.070195893,3541250.190637229,0,0,,
2019-11-02 00:00:00,32899283.12,19256700.466416325,18848707.906195655,19664693.026636995,0.5862393521,1,Tue Jan 01 2019 00:00:00 GMT+0300 (GMT+03:00),Tue Dec 31 2019 00:00:00 GMT+0300 (GMT+03:00)
2019-11-04 00:00:00,4466745.619999999,4530025.7470347425,4116727.417339074,4943324.076730411,0,0,,
