FIS TARIHI,ALACAK,ExpectedValue,ExpectedLow,ExpectedHigh,RawScore,Anomaly,BatchStart,BatchEnd
2019-10-27 00:00:00,327,57798.678412041794,'-487463.87052220426,603061.2273462878,0,0,,
2019-10-28 00:00:00,3458164.01,3515679.2104484052,2970003.746194159,4061354.6747026513,0,0,,
2019-10-29 00:00:00,71562.9,12823.583042503655,'-544465.6865917424,570112.8526767498,0,0,,
2019-10-30 00:00:00,4928293.35,4988849.89590295,4414319.666648705,5563380.125157196,0,0,,
2019-10-31 00:00:00,42275734.91000004,29232737.759678416,28643774.47612417,29821701.04323266,0.5833465188,1,Tue Jan 01 2019 00:00:00 GMT+0300 (GMT+03:00),Tue Dec 31 2019 00:00:00 GMT+0300 (GMT+03:00)
2019-11-01 00:00:00,3070789.869999999,3132867.6864484046,2543904.4028941584,3721830.9700026507,0,0,,
2019-11-02 00:00:00,32899283.119999997,19258387.720202357,18669424.43664811,19847351.0037566,0.5867087641,1,Tue Jan 01 2019 00:00:00 GMT+0300 (GMT+03:00),Tue Dec 31 2019 00:00:00 GMT+0300 (GMT+03:00)
2019-11-04 00:00:00,4466745.619999999,4529635.803066586,3932965.19122234,5126306.414910832,0,0,,
2019-11-05 00:00:00,1625680.9300000002,1561404.7892606857,951584.9039964395,2171224.6745249317,0,0,,
2019-11-06 00:00:00,1230338.06,1282711.925026583,664046.2632223369,1901377.5868308293,0,0,,
2019-11-07 00:00:00,1209407.7799999993,1275548.6430665867,648037.2047223406,1903060.0814108327,0,0,,
2019-11-08 00:00:00,2418190.0699999975,2351614.9614061373,1719983.6186218914,2983246.3041903833,0,0,,
2019-11-09 00:00:00,54222.42999999999,121231.7841211327,'-514519.46310311346,756983.0313453788,0,0,,
2019-11-11 00:00:00,5287953.730000008,5220025.557697057,4575557.022972811,5864494.092421303,0,0,,
2019-11-12 00:00:00,1286443.4000000001,1217596.4095152311,564410.5872909852,1870782.2317394773,0,0,,
2019-11-13 00:00:00,2307941.5900000003,2376789.1956484057,1723597.5370591595,3029980.854237652,0,0,,
2019-11-14 00:00:00,1476691.4300000004,1439764.447925451,786566.9529712049,2092961.942879697,0,0,,
2019-11-15 00:00:00,3926305.0100000016,3856681.6866061417,3196130.4059068956,4517232.967305388,0,0,,
2019-11-16 00:00:00,734441.7300000001,804840.1559756782,136935.08953143226,1472745.222419924,0,0,,
2019-11-17 00:00:00,36403.24,0,'-718322.2307042462,718322.2307042462,0,0,,
2019-11-18 00:00:00,724220.8600000001,805247.4101938601,36508.01522961375,1573986.8051581064,0,0,,
2019-11-19 00:00:00,1665486.77,1746651.6209574963,976600.0974982502,2516703.1444167425,0,0,,
2019-11-20 00:00:00,3013143.1899999995,2931840.0382788666,2160476.3863246203,3703203.690233113,0,0,,
2019-11-21 00:00:00,648732.5999999999,730357.082375678,'-44055.19416356797,1504769.3589149239,0,0,,
2019-11-22 00:00:00,5839443.149999999,4396703.840958555,3619242.9398343093,5174164.742082801,0.3920656309,1,Tue Jan 01 2019 00:00:00 GMT+0300 (GMT+03:00),Tue Dec 31 2019 00:00:00 GMT+0300 (GMT+03:00)
2019-11-23 00:00:00,311478.02999999997,228789.13769704913,'-555721.7280271966,1013300.0034212947,0,0,,
2019-11-24 00:00:00,100847,184278.97157567815,'-607281.8587485675,975839.801899924,0,0,,
2019-11-25 00:00:00,10548555.110000007,10461046.69664251,9630810.624913264,11291282.768371757,0,0,,
2019-11-26 00:00:00,3960955.9699999993,4052540.825139314,3183629.5120050674,4921452.13827356,0,0,,
2019-11-27 00:00:00,2320619.1599999997,2408127.573357496,1577891.50162825,3238363.645086742,0,0,,
2019-11-28 00:00:00,1439457.9600000002,1356025.988424322,564465.1581000764,2147586.8187485677,0,0,,
2019-11-29 00:00:00,1540214.4900000002,1622903.382302951,838392.5165787054,2407414.2480271966,0,0,,
2019-11-30 00:00:00,50865521.420000054,45364532.94421168,44587072.04308743,46141993.84533592,0.4982322753,1,Tue Jan 01 2019 00:00:00 GMT+0300 (GMT+03:00),Tue Dec 31 2019 00:00:00 GMT+0300 (GMT+03:00)
2019-12-01 00:00:00,41130592.65,43883380.35232495,43098869.486600704,44667891.21804919,0.4613173462,1,Tue Jan 01 2019 00:00:00 GMT+0300 (GMT+03:00),Tue Dec 31 2019 00:00:00 GMT+0300 (GMT+03:00)
2019-12-02 00:00:00,3175464.289999999,3258896.2615756774,2467335.431251432,4050457.091899923,0,0,,
2019-12-03 00:00:00,4190688.1199999996,4107999.227697049,3323488.3619728032,4892510.093421294,0,0,,
2019-12-04 00:00:00,3062855.8899999997,3144801.703030223,2367340.801905977,3922262.604154469,0,0,,
2019-12-05 00:00:00,3100812.799999999,3019188.3176243207,2244776.0410850747,3793600.594163567,0,0,,
2019-12-06 00:00:00,1039230.2900000003,1120533.441721133,349169.78976688685,1891897.0936753792,0,0,,
2019-12-07 00:00:00,62142.86,143767.34237567816,'-630644.9341635678,918179.6189149241,0,0,,
2019-12-08 00:00:00,570,0,'-777460.9011242458,777460.9011242458,0,0,,
2019-12-09 00:00:00,2350074.4699999983,2432763.362302949,1648252.4965787036,3217274.2280271947,0,0,,
2019-12-10 00:00:00,1228343.3000000003,1310289.1130302239,532828.211905978,2087750.0141544696,0,0,,
2019-12-11 00:00:00,11402667.450000003,11319978.557697052,10535467.691972807,12104489.423421297,0,0,,
2019-12-12 00:00:00,987726.6499999994,1069672.463030223,292211.5619059772,1847133.3641544688,0,0,,
2019-12-13 00:00:00,4095006.429999996,4012317.537697045,3227806.6719727996,4796828.403421291,0,0,,
2019-12-14 00:00:00,39875.21000000001,121821.0230302236,'-655639.8780940223,899281.9241544694,0,0,,
2019-12-15 00:00:00,82617.23999999999,165306.13230295083,'-619204.7334212948,949816.9980271965,0,0,,
2019-12-16 00:00:00,3091768.4699999997,3008336.4984243214,2216775.668100076,3799897.328748567,0,0,,
2019-12-17 00:00:00,843624.5400000003,926313.4323029511,141802.56657870545,1710824.298027197,0,0,,
2019-12-18 00:00:00,6481489.410000001,6399543.596969778,5622082.695845532,7177004.498094023,0,0,,
2019-12-19 00:00:00,1749768.1600000001,1831392.6423756783,1056980.3658364322,2605804.9189149244,0,0,,
2019-12-20 00:00:00,9977507.629999997,10059453.443030221,9281992.541905975,10836914.344154468,0,0,,
2019-12-21 00:00:00,64098.29,0,'-774412.276539246,774412.276539246,0,0,,
2019-12-23 00:00:00,7860559.600000001,7778613.786969777,7001152.885845532,8556074.688094024,0,0,,
2019-12-24 00:00:00,4917820.920000001,9902688.212905386,9118177.347181141,10687199.078629632,0.4907650247,1,Tue Jan 01 2019 00:00:00 GMT+0300 (GMT+03:00),Tue Dec 31 2019 00:00:00 GMT+0300 (GMT+03:00)
2019-12-25 00:00:00,2867053.8699999996,0,'-4466766.414779301,'-2911844.6125308094,0.5122819707,1,Tue Jan 01 2019 00:00:00 GMT+0300 (GMT+03:00),Tue Dec 31 2019 00:00:00 GMT+0300 (GMT+03:00)
2019-12-26 00:00:00,2909703.0600000024,2992391.952302953,2207881.0865787077,3776902.818027199,0,0,,
2019-12-27 00:00:00,8525463.790000003,8443517.976969779,7666057.075845533,9220978.878094025,0,0,,
2019-12-28 00:00:00,25745.399999999998,0,'-774412.276539246,774412.276539246,0,0,,
2019-12-29 00:00:00,19582.260000000002,100885.41172113272,'-670478.2402331134,872249.0636753788,0,0,,
2019-12-30 00:00:00,3970393.9000000004,0,'-14845573.293127632,'-13305470.246209139,0.5876156801,1,Tue Jan 01 2019 00:00:00 GMT+0300 (GMT+03:00),Tue Dec 31 2019 00:00:00 GMT+0300 (GMT+03:00)
2019-12-31 00:00:00,391554894.6900005,20303310.31688345,19534570.9219192,21072049.711847696,0.8947997063,1,Tue Jan 01 2019 00:00:00 GMT+0300 (GMT+03:00),Tue Dec 31 2019 00:00:00 GMT+0300 (GMT+03:00)
